titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
Coronavirus conferencia completa de Alberto Fernán,clip_0215,103,117.88,0.0,5.988,13.439,46.25,keep,,porque es un problema digamos los chicos solos y en la calle cual es su consejo
Coronavirus conferencia completa de Alberto Fernán,clip_0218,125,83.76,0.0,6.142,13.052,157.3,keep,,y muchas veces esto es dificil por eso es uno de los temas que tenemos que resolver mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0219,147,82.71,0.0,5.75,13.371,241.6,keep,,ver de que modo podemos facilitar que alguno de los padres se quede con los chicos en la casa
Coronavirus conferencia completa de Alberto Fernán,clip_0220,128,87.59,0.0,5.583,14.257,183.15,keep,,pero lo que hay que entender es que no estamos dando 14 dias de vacaciones
Coronavirus conferencia completa de Alberto Fernán,clip_0224,78,92.62,0.0,6.509,13.958,162.0,keep,,cuanto menos circulemos menor sera el riesgo
Coronavirus conferencia completa de Alberto Fernán,clip_0225,118,88.75,0.0,5.891,14.022,186.11,keep,,de que circule el virus y menor sera el riesgo de contraer el virus
Coronavirus conferencia completa de Alberto Fernán,clip_0226,96,92.82,0.0,6.654,15.718,141.64,keep,,por lo tanto esta vez es buen negocio quedarse en casa
Coronavirus conferencia completa de Alberto Fernán,clip_0227,114,90.36,0.0,6.891,15.019,174.7,keep,,es buen negocio y yo quisiera que todos los que puedan quedarse en su casa
Coronavirus conferencia completa de Alberto Fernán,clip_0228,144,84.74,0.0,6.305,13.299,185.12,keep,,lo intenten y me ayuden porque es la mejor forma de ayudarnos no circulando
Coronavirus conferencia completa de Alberto Fernán,clip_0231,101,88.79,0.0,6.182,13.785,146.3,keep,,lo que mañana vamos a anunciar es una serie de politicas activas
Coronavirus conferencia completa de Alberto Fernán,clip_0232,117,92.59,0.0,6.713,14.874,105.91,keep,,que mantenga la actividad economica en un momento en que la economia del mundo se deprime
Coronavirus conferencia completa de Alberto Fernán,clip_0233,118,89.16,0.0,6.526,12.744,115.67,keep,,y la economia argentina tambien pero lo que nosotros queremos es que eso no ocurra
Coronavirus conferencia completa de Alberto Fernán,clip_0237,89,85.52,0.0,7.001,16.138,105.75,keep,,garantizar mayores recursos a los que mas lo necesitan
Coronavirus conferencia completa de Alberto Fernán,clip_0238,85,88.64,0.0,6.984,14.323,151.75,keep,,porque si se van a quedar todos estos dias con sus chicos en la casa
Coronavirus conferencia completa de Alberto Fernán,clip_0239,142,89.65,0.0,6.504,23.107,234.48,keep,,seguramente necesitaran mas recursos es decir todo eso mañana va a estar resuelto
Coronavirus conferencia completa de Alberto Fernán,clip_0241,140,112.83,0.0,12.141,28.603,126.88,keep,,como va mi pregunta es bueno son dos preguntas primero que formato va a tener esta definicion
Coronavirus conferencia completa de Alberto Fernán,clip_0242,147,109.52,0.0,15.96,27.258,102.55,keep,,si va a ser a traves de un decreto una resolucion de que manera se va a dar a conocer oficialmente
Coronavirus conferencia completa de Alberto Fernán,clip_0243,92,114.76,0.0,12.961,24.064,124.04,keep,,y por otra parte que va a pasar el 31 de marzo
Coronavirus conferencia completa de Alberto Fernán,clip_0244,131,112.84,0.0,13.589,23.003,116.85,keep,,si tienen previsto extender o esta la posibilidad de que se extienda en la suspension de clases
Coronavirus conferencia completa de Alberto Fernán,clip_0247,144,91.93,0.0,5.832,12.577,216.77,keep,,y respecto a lo del 31 veremos volvo a repetir esto es dinamico no es algo estatico
Coronavirus conferencia completa de Alberto Fernán,clip_0248,104,90.99,0.0,6.289,13.776,97.45,keep,,es algo muy dinamico como es algo muy dinamico hay que ver como evoluciona
Coronavirus conferencia completa de Alberto Fernán,clip_0251,129,91.33,0.0,5.939,13.081,142.92,keep,,hoy nos dicen a la luz de lo que la organizacion mundial de la salud recomienda que tal vez tenga sentido
Coronavirus conferencia completa de Alberto Fernán,clip_0252,107,97.11,0.0,5.765,15.907,153.31,keep,,porque de ese modo disminuimos el transito de los alumnos
Coronavirus conferencia completa de Alberto Fernán,clip_0253,93,90.43,0.0,6.364,14.284,113.34,keep,,y de los padres entonces todo esto es muy dinamico
Coronavirus conferencia completa de Alberto Fernán,clip_0254,83,88.85,0.0,6.315,11.57,151.81,keep,,yo vuelvo a repetirles es una pelea con un ejercito invisible
Coronavirus conferencia completa de Alberto Fernán,clip_0255,104,90.83,0.0,6.853,13.451,195.09,keep,,que ademas era desconocido porque es un virus
Coronavirus conferencia completa de Alberto Fernán,clip_0259,99,92.16,0.0,6.117,13.238,126.53,keep,,yo insisto en que todos entiendan
Coronavirus conferencia completa de Alberto Fernán,clip_0260,82,91.92,0.0,6.27,14.876,141.91,keep,,que todos somos parte de la pelea
Coronavirus conferencia completa de Alberto Fernán,clip_0263,98,93.31,0.0,6.074,12.67,145.74,keep,,si hacemos las cosas bien los daños lo vamos a minimizar mucho
Coronavirus conferencia completa de Alberto Fernán,clip_0265,133,103.01,0.0,8.935,26.756,40.48,keep,,entendiendo que hay letra chica que va a salir mañana pero le queria preguntar quizas que aclare a nivel educativo
Coronavirus conferencia completa de Alberto Fernán,clip_0266,128,95.42,0.0,3.508,8.605,21.88,keep,,porque hablo de nivel inicial hablo de primaria que pasa con escuela secundaria que pasa con universidades
Coronavirus conferencia completa de Alberto Fernán,clip_0267,122,101.29,0.0,3.545,10.68,24.33,keep,,y por otra parte le queria preguntar si el lecho de sierra de fronteras mantiene en pie la repatriacion
Coronavirus conferencia completa de Alberto Fernán,clip_0268,100,97.73,0.0,4.963,14.547,24.14,keep,,los vuelos que se iban a hacer a europa estados unidos y otros paises para los argentinos que estan varados
Coronavirus conferencia completa de Alberto Fernán,clip_0271,101,87.72,0.0,5.41,15.757,198.35,keep,,con cierta picardia no los quieren traer porque vuelven sin gente
Coronavirus conferencia completa de Alberto Fernán,clip_0272,146,84.4,0.0,6.322,17.794,192.61,keep,,pero vendieron el pasaje de vuelta entonces estamos tambien actuando sobre esas empresas
Coronavirus conferencia completa de Alberto Fernán,clip_0275,129,85.29,0.0,5.628,16.117,184.4,keep,,y las universidades tanto han tomado decisiones para ese la universidad es autonoma y toma decisiones para ese
Coronavirus conferencia completa de Alberto Fernán,clip_0276,82,83.3,0.0,5.644,14.939,181.93,keep,,ya muchas universidades han decidido no dar clases
Coronavirus conferencia completa de Alberto Fernán,clip_0277,142,89.62,0.0,5.658,14.806,297.71,keep,,en el caso de las universidades confieso que yo entiendo mejor el tema
Coronavirus conferencia completa de Alberto Fernán,clip_0278,121,92.98,0.0,5.853,41.909,413.25,keep,,lo veo como algo mas razonable porque en la universidad hay gente de mayor edad
Coronavirus conferencia completa de Alberto Fernán,clip_0283,105,95.08,0.0,5.862,15.181,229.33,keep,,bueno tranquilos todos muy atentos
Coronavirus conferencia completa de Alberto Fernán,clip_0284,82,89.39,0.0,3.708,8.081,415.46,keep,,volver mas cual es el tiempo de la disculpas
Coronavirus conferencia completa de Alberto Fernán,clip_0285,162,89.92,0.0,3.53,9.271,460.47,keep,,ya pregunta no pero pregunta por que hay muchas personas de la disculpas
Coronavirus conferencia completa de Alberto Fernán,clip_0286,109,92.57,0.0,9.812,28.611,117.99,keep,,hay mucha gente que se ha lanzado los supermercados a comprar y compra y compra y compra
Coronavirus conferencia completa de Alberto Fernán,clip_0289,117,87.31,0.0,5.607,15.176,171.83,keep,,la verdad la argentina como dije el otro dia no puede ser un pais de vivos y de bogos ok
Coronavirus conferencia completa de Alberto Fernán,clip_0290,207,91.74,0.0,6.185,16.482,204.17,keep,,estamos todos pasando un mal momento hoy me comentaba un supermercadista que vendio ayer lo que vendio en navidad
Coronavirus conferencia completa de Alberto Fernán,clip_0291,93,89.43,0.0,6.058,14.326,173.9,keep,,y la verdad es que no es posible que aprovechen esas circunstancias
Coronavirus conferencia completa de Alberto Fernán,clip_0292,95,86.42,0.0,6.692,14.872,200.78,keep,,para aumentar los precios la argentina de los vivos se termino eh
Coronavirus conferencia completa de Alberto Fernán,clip_0293,103,87.4,0.0,7.121,15.238,120.15,keep,,yo aviso para que nadie se pase de vivo
Coronavirus conferencia completa de Alberto Fernán,clip_0294,204,88.33,0.0,5.956,16.182,161.91,keep,,la argentina de los vivos se termino por lo tanto vamos a actuar con lo que la ley nos permite actuar
Coronavirus conferencia completa de Alberto Fernán,clip_0299,121,86.19,0.0,6.588,15.569,166.01,keep,,esta actuando sobre los productores y sobre los que lo venden
Coronavirus conferencia completa de Alberto Fernán,clip_0300,103,85.59,0.0,6.507,14.132,191.8,keep,,ahi tambien estamos aplicando la ley de defensa de la competencia
Coronavirus conferencia completa de Alberto Fernán,clip_0301,103,87.02,0.0,6.074,12.542,134.03,keep,,y no vamos a permitir con los barbijos pasa lo mismo
Coronavirus conferencia completa de Alberto Fernán,clip_0303,92,90.24,0.0,6.853,14.073,173.36,keep,,y respecto del futbol si el futbol se juega a puertas cerradas
Coronavirus conferencia completa de Alberto Fernán,clip_0304,138,88.84,0.0,5.882,14.024,161.29,keep,,yo no veo inconvenientes y lo que me encantaria es que por lo menos en este tiempo
Coronavirus conferencia completa de Alberto Fernán,clip_0305,185,84.0,0.0,5.545,13.0,211.22,keep,,le den a los argentinos la posibilidad de verlos los partidos de futbol no por medios de sistemas codificados
Coronavirus conferencia completa de Alberto Fernán,clip_0306,102,89.09,0.0,6.523,13.971,180.66,keep,,sino por la television abierta ya que tenemos que quedarnos en casa
Coronavirus conferencia completa de Alberto Fernán,clip_0307,82,90.13,0.0,5.886,12.272,198.32,keep,,para muchos es un gran divertimiento poder ver el futbol
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0002,200,115.99,0.0,5.618,19.873,107.55,keep,,es un mito para huayo lo deberian ver pero bueno creo que estamos con 7 dias seguidos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0003,225,117.81,0.0,4.892,19.91,149.99,keep,,haciendo lives que buena onda espero que la esten disfrutando como yo que haces andy
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0004,175,122.48,0.0,5.902,21.141,148.07,keep,,todo bien como va la gente mientras todos estan entrando queria contarles una anecdota muy graciosa
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0005,225,122.57,0.0,5.039,22.864,237.03,keep,,que haces moni que haces rama valen ana que buena onda que todos entran asi tan rapido enzo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0006,250,114.73,0.0,4.788,19.993,92.41,keep,,maximo loreto dominique marcelo tuti bueno vamos a arrancar con esto les queria contar una anecdota
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0007,175,114.62,0.0,5.739,22.187,116.94,keep,,muy graciosa en mi vida donde ser argentino o por lo menos mentir y decirles que soy argentino
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0009,200,119.19,0.0,5.713,20.927,130.22,keep,,canada donde se habla frances una ciudad super linda tengo varios amigos que viven en montreal
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0010,200,120.35,0.0,5.653,20.895,145.79,keep,,especialmente durante el verano en montreal es espectacular y deberian ir a montreal por favor
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,175,113.48,0.0,5.79,18.93,85.25,keep,,bueno les cuento mi bien llegaba al hotel donde me estaba quedando en montreal con mis amigos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,225,114.44,0.0,5.572,19.739,85.37,keep,,yo entraba primero mis amigos se quedaron agarraron todos sus valijas y todo mientras yo estaba entrando al hotel
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,75,108.94,0.0,5.647,21.689,84.0,keep,,para subir al lobby y hacer el checkin y todo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,225,111.62,0.0,5.171,19.095,81.75,keep,,entro al ascensor y entran dos personas mas dos tipos que se veian como que si fuesen amigos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,200,119.27,0.0,5.713,19.897,104.33,keep,,hablando en frances nada mas completamente en frances que becoa de quebec
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,175,123.17,0.0,5.189,18.965,127.37,keep,,y yo ahi tranquilo solito no pasaba nada
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,175,124.66,0.0,5.524,18.232,104.03,keep,,y empece a darme cuenta de que estos pibes estos tipos se estaban borrando de mi
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,200,118.56,0.0,3.827,15.204,100.07,keep,,y me estaba dando cuenta de eso dije para un poco se estan borrando de mi esto no es justo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,100,109.56,0.0,5.791,15.898,73.24,keep,,y se estan borrando de mi porque soy de estados unidos no
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,225,114.64,0.0,6.134,23.446,132.29,keep,,y dije oh les voy a pegar con una noticia y les voy a mentir y ver su reaccion
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,175,115.04,0.0,5.144,19.119,83.64,keep,,y no sabes como les cambiaron o no sabes como les cambio la cara
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,125,116.7,0.0,2.333,14.641,105.28,keep,,o dijo eh eh eh eh eh where are you from
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,225,112.68,0.0,5.725,26.119,140.15,keep,,y yo yo soy argentina que quieres me dijo argentina messi oh como esta
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,200,113.34,0.0,4.915,17.291,122.45,keep,,y empezaron a hablar conmigo y todo y al gran no les dije que soy de estados unidos seguia con mi mentira
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,150,123.33,0.0,4.672,17.572,206.69,keep,,diciendo si soy argentina y que estoy aca de besita y todo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,225,119.48,0.0,5.276,20.768,150.32,keep,,y ahi fue cuando dije mira vos que bien que aprendi español porque cualquier otra persona se iba a enojar
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0032,200,119.82,0.0,4.835,18.83,113.04,keep,,como que de repente yo era como su amigo y querian saber un poco mas de mi querian saber un poco mas de argentina
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0033,100,120.68,0.0,4.76,20.217,159.77,keep,,y fue genial fue super super genial
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0034,100,114.79,0.0,5.696,19.135,126.91,keep,,yo creo que conte esta anecdota en otro video en otro live que hice hace mucho tiempo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0036,175,114.21,0.0,5.319,15.962,76.05,keep,,podes de repente si estas en una situacion donde no sabes que hacer podes decir que si si hablo español
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0037,125,113.82,0.0,5.333,18.237,101.01,keep,,soy de argentina y por ahi te puedes llegar a servir a mi me sirvio un monton claro
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0038,75,115.44,0.0,5.734,21.761,141.28,keep,,natalla dice alto chamullo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0039,250,112.82,0.0,5.043,19.942,87.38,keep,,si chamulle un monton y funciono como que todo mis clases de chamullo que aprendi en argentina sirvieron un monton un monton
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0042,175,111.71,0.0,5.613,16.409,77.79,keep,,como que en ese momento el estadounidense no servia y era como el chiste
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0043,175,113.41,0.0,5.927,18.603,90.5,keep,,pero el argentino si era el capo el argentino era como que querian saber mas querian ser amigos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0045,225,114.47,0.0,5.136,19.346,97.26,keep,,pero bueno eso es una anecdota tengo otras anecdotas que creo que voy a contar en otro video tambien
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0046,100,115.13,0.0,5.06,15.584,83.33,keep,,pero bueno terminando con este video queria hablar un poco mas con ustedes
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0047,125,116.44,0.0,5.88,20.001,163.5,keep,,porque se que hay varios que siempre estan aca en este chat conmigo todos los dias
